Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
INSTITUTO UNIVERSITARIO DE LA PAZ,LA BODEGA ELECTRICA S.A.S,37197900.0,2025-07-10,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,9360000.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CORPORACION PARA EL MANEJO Y CONSERVACION DEL MEDIO AMBIENTE Y LOS RECURSOS NATURALES,583532000.0,2021-12-07,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,59010000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,32687991.0,2020-07-21,2020.0
INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CRISTO REY,HE I&C SAS,81449550.0,2024-04-16,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,20000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,87400000.0,2023-08-02,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CONSCICOL SAS,25380000.0,2024-05-27,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,2730000.0,2025-05-15,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,5000000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE FUTBOL RIVER PLATE SANTANDER,3000000.0,2017-11-22,2017.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,NELSON DAVID ARANGO MONSALVE,17021000.0,2024-10-01,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,2500000.0,2021-09-09,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,64810000.0,2024-11-27,2024.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL,CONSTRUCTORA Y CONSULTORA PROBCI SAS,239916366.0,2023-06-15,2023.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,RECARGAS INKTEC,17000000.0,2025-03-12,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,6400000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,29000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,10390000.0,2021-06-22,2021.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SEGURIDAD COMUNERA LTDA,119108056.0,2024-08-30,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,43574134.0,2024-09-17,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE SA,28632118.0,2019-03-19,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,5000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BOMBEROS VOLUNTARIOS DE BARRANCABERMEJA,3000000.0,2022-12-16,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANDESOL S.A E.S.P,2000000.0,2022-10-18,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,32890000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",P&S GESTION INTEGRAL SHI SAS,2424700.0,2022-12-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,6325000.0,2022-08-08,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CARLOS ALBERTO SANABRIA,88105419.0,2022-04-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,15146000.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,9569824.0,2021-08-27,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,DISTRILIBROS J.E.C. LIBRERIA,21714300.0,2023-06-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,3500000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,85678489.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO BARRANCABERMEJA FUTBOL CLUB,8000000.0,2017-11-30,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,50000000.0,2022-08-09,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,12554986.0,2023-08-02,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE PATINAJE DELFINES DE BARRANCABERMEJA,5220000.0,2022-09-09,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,SUMINISTROS MAYBE SAS,31424584.0,2022-03-14,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,111190802.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,53283314.0,2025-07-01,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SERVIYARIMA S.A.S,19979092.0,2024-04-09,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,2626238.0,2021-04-14,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,6722953.0,2023-07-27,2023.0
INSTITUCION EDUCATIVA CASD JOSE PRUDENCIO PADILLA,SERVICIVIL SAS,70716759.0,2025-08-19,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ASOCIACION DE TRABAJADORES DEL SISTEMA EDUCATIVO NACIONAL UNIVERSITARIO Y DE TICS DE APRENDIZAJE,4922704620.0,2023-04-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,8127786.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR CAJASAN,30010239.0,2023-04-14,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,21095808.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,2015000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,11000000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO JENISA SAS,17000000.0,2021-08-11,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,3564388.0,2023-08-02,2023.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CLAUDIA CECILIA JACOME RANGEL,16000000.0,2025-04-04,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,11574000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",G+G BODYSHOP SAS,25308000.0,2021-12-27,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,2375998.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,5000000.0,2023-07-27,2023.0
PSS S.A.,JAIRO ALEXANDER ARENIS MIRANDA,1400000.0,2022-11-25,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ARDOBOT ROBOTICA SAS,6824400.0,2020-09-07,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,11100000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,7105000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,34427170.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGENIA SOLUCIONES S.A.S,44277232.0,2020-04-30,2020.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RECARGAS INKTEC,22290000.0,2022-03-11,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,7300000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,12307263.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,5000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PRODUMEDIHOS S.A.S.,8582215.0,2022-05-25,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOCIEDAD AGROPECOL DE COLOMBIA S.A.S,5495646.0,2021-11-16,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,24403926.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,14518000.0,2025-05-20,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO,0.0,2024-10-08,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,7000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMERCIALIZADORA XINEF S.A.S,25897907.0,2021-11-29,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,12554986.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,13000000.0,2025-07-01,2025.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,INDUSTRIA NACIONAL DE GASEOSAS S.A.,64471392.0,2020-02-10,2020.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CLAUDIA CECILIA JACOME RANGEL,8000000.0,2023-02-27,2023.0
INSTITUCION EDUCATIVA SAN MARCOS - BARRANCABERMEJA,FREDY SAUL GRIMALDOS MURALLAS,54344707.0,2022-10-27,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RECARGAS INKTEC,16026000.0,2023-03-13,2023.0
PSS S.A.,ALEJANDRO REY DELGADO,4200000.0,2022-09-28,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,58682000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,21095808.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,17272915.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,48576525.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,8706608.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,1600000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES ITPC S.A.S.,2140000.0,2023-08-03,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,2800000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CORPORACION CREE,97316000.0,2024-11-25,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",P&S GESTION INTEGRAL SHI SAS,7504000.0,2024-11-28,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,AUTO FUEL.SAS,28086000.0,2024-04-18,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,19596000.0,2025-07-01,2025.0
PSS S.A.,CARLOS CESAR VIZCAINO VILLALBA,4200000.0,2022-09-26,2022.0
PSS S.A.,OMAR JESUS PEREZ LLANE,8846000.0,2022-08-24,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,OLIMPICAS SPORT LTDA,4142692.0,2023-11-08,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,TIENDA TOPOGRAFICA SAS,11700000.0,2024-09-25,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CLUB CAPITAL SAS,7454772.0,2020-11-09,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,12554986.0,2023-08-02,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AVANTIKA COLOMBIA S.A.S,379953672.0,2025-02-24,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,15720000.0,2024-07-23,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,CORBIS,27938667.0,2022-12-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELECTRONICA I+D S.A.S,7044800.0,2020-10-23,2020.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,INGAP SAS,53085900.0,2024-12-11,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,11000000.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,23517970.0,2023-01-30,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,YURLEDY DEL CARMEN SUAREZ MONSALVE,27960000.0,2022-12-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,28482242.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INVERSIONES Y COMERCIALIZADORA M&C S.A.S.,1414000.0,2024-05-22,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,19596000.0,2025-07-01,2025.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL,RAUL ERNEY ARIZA RAMOS,30410000.0,2023-07-06,2023.0
CONCEJOBARRANCA,PROVEINSUMOS S.A.S.,10042775.0,2024-09-13,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CENTRAL DE SUMINISTROS LTDA,1319876.0,2018-09-25,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,7980000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",RECARGAS INKTEC,8330000.0,2021-09-07,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,5990000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,2375998.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,6400000.0,2019-06-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CLAUDIA CECILIA JACOME RANGEL,10450000.0,2021-12-20,2021.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,AUTO FUEL.SAS,19553000.0,2025-04-11,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,5000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,13000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,8706608.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,55751094.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MONSAING S.A.S,15811900.0,2025-09-03,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,6000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MESSER COLOMBIA S.A.,29151848.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,6032800.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,SEGURIDAD ACROPOLIS LTDA,200722752.0,2022-09-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CALIBRATION SERVICE S.A.S.,4195821.0,2021-07-06,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,59549980.0,2024-09-17,2024.0
PSS S.A.,MARION ANDREA ARDILA PORRAS,6000000.0,2022-10-10,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,7980000.0,2019-06-26,2019.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL,CONSTRUCTORA Y CONSULTORA PROBCI SAS,163708163.0,2022-12-15,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AMI SOLUCIONES INTEGRALES S.A.S,15348900.0,2022-09-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,67569500.0,2024-09-17,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TECNESYA SAS,10390000.0,2021-06-22,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6500000.0,2021-06-10,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,3D MAKE-R TECHNOLOGIES SAS,64802000.0,2025-05-19,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,16000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,9000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GESTION AMBIENTAL MAS INGENIERIA S.A.S,15470000.0,2023-07-19,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,FESTO S.A.S,129999170.0,2025-04-11,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,11574000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,21447575.0,2023-08-02,2023.0
PSS S.A.,JHON EDWIN HOYOS ROJAS,9000000.0,2022-10-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,6325000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,131000000.0,2025-07-01,2025.0
PSS S.A.,DEIVI DIAZ RIVERA,12000000.0,2022-09-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,8445160.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,21348000.0,2025-07-01,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CORPORACION ARTE CULTURA Y CIUDAD,105000000.0,2023-07-25,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,21000000.0,2025-07-01,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,COOPERATIVA INTEGRAL DE TRABAJO ASOCIADO LIMITADA,27800000.0,2022-09-21,2022.0
IE CIUDADELA EDUCATIVA DEL MAGDALENA MEDIO,INGECONSULTA S.A.S,140898466.0,2023-06-09,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,33640000.0,2018-02-06,2018.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CENTRAL DE SUMINISTROS LTDA,2700000.0,2019-10-02,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,203207874.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,54631470.0,2024-09-10,2024.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,ROYAL TECH GROUP SAS (COTIZACIONES@ROYALTECH.GROUP),24500000.0,2022-12-14,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CSE,5000900.0,2021-05-07,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,201498437.0,2025-08-26,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,8000000.0,2024-07-23,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,ESTACION DE SERVICIO EL NOGAL SAS,28706000.0,2025-04-21,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,7105000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,13000000.0,2025-07-01,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO ESCUELA DE FUTBOL DE ORO NEGRO,7200000.0,2022-10-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SENSOMATIC DEL ORIENTE SAS,3779440.0,2023-11-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,FESTO S.A.S,83671730.0,2024-12-09,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MESSER COLOMBIA S.A.,5170062.0,2020-06-30,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,15080000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,14777501.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS Y ASESORIAS S&R S.A.S,28093574.0,2023-12-04,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE CICLISMO BMX DE BARRANCABERMEJA EN TODAS SUS MODALIDADES CCBB,30000000.0,2022-07-18,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE,15600000.0,2024-04-12,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,4350000.0,2023-07-27,2023.0
